epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
89,66.3586,4.28418,3.94681,2.99639,0,0,0,0,6.98116,4.78968,4.51243,8.71615e-05,8.71615e-05,8.71615e-05
90,67.1078,6.33526,4.99107,3.09424,0,0,0,0,6.98116,4.78968,4.51243,8.13763e-05,8.13763e-05,8.13763e-05
91,68.763,4.361,3.71505,2.84442,0,0,0,0,6.98116,4.78968,4.51243,7.54389e-05,7.54389e-05,7.54389e-05
92,69.6461,4.65214,3.92062,2.81018,0,0,0,0,6.98053,4.79855,4.51184,6.93492e-05,6.93492e-05,6.93492e-05
93,70.5829,3.46339,4.06551,3.12959,0,0,0,0,6.98053,4.79855,4.51184,6.31072e-05,6.31072e-05,6.31072e-05
94,71.6066,5.44119,4.16447,2.94613,0,0,0,0,6.98053,4.79855,4.51184,5.6713e-05,5.6713e-05,5.6713e-05
95,72.7033,3.44963,3.90832,3.14775,0,0,0,0,6.98053,4.79855,4.51184,5.01665e-05,5.01665e-05,5.01665e-05
96,73.9004,4.29192,3.51872,2.89773,0,0,0,0,6.97994,4.80516,4.5021,4.34677e-05,4.34677e-05,4.34677e-05
97,74.9048,6.19826,5.38791,3.19235,0,0,0,0,6.97994,4.80516,4.5021,3.66167e-05,3.66167e-05,3.66167e-05
98,75.6205,4.03784,4.48736,2.79935,0,0,0,0,6.97994,4.80516,4.5021,2.96134e-05,2.96134e-05,2.96134e-05
99,76.3575,4.784,3.66732,2.79344,0,0,0,0,6.97994,4.80516,4.5021,2.24579e-05,2.24579e-05,2.24579e-05
100,77.0112,3.91506,3.80106,2.93232,0,0,0,0,6.97884,4.80275,4.49639,1.51501e-05,1.51501e-05,1.51501e-05
