epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,677.244,0.77872,0.37836,0.9221,0.9351,0.88293,0.92384,0.56058,1.30908,0.64109,1.11112,7.62079e-05,7.62079e-05,7.62079e-05
184,680.894,0.75635,0.39172,0.94685,0.93755,0.87912,0.92628,0.56767,1.3011,0.65707,1.11161,7.24013e-05,7.24013e-05,7.24013e-05
185,684.498,0.80337,0.39414,0.96029,0.92513,0.87848,0.9246,0.56857,1.29553,0.65707,1.11185,6.85948e-05,6.85948e-05,6.85948e-05
186,688.135,0.77885,0.40955,0.93391,0.90235,0.90284,0.92145,0.56444,1.29638,0.65154,1.11784,6.47882e-05,6.47882e-05,6.47882e-05
187,691.974,0.72744,0.39414,0.92144,0.90024,0.90465,0.92502,0.57241,1.29493,0.63773,1.12001,6.09817e-05,6.09817e-05,6.09817e-05
188,695.645,0.77474,0.42089,0.93118,0.89828,0.90842,0.92788,0.58094,1.29386,0.62179,1.11791,5.71751e-05,5.71751e-05,5.71751e-05
189,699.209,0.75891,0.38093,0.93676,0.89624,0.91185,0.93092,0.56566,1.2898,0.62076,1.11598,5.33686e-05,5.33686e-05,5.33686e-05
190,702.804,0.75141,0.39419,0.94728,0.89595,0.91955,0.93205,0.56739,1.28923,0.62013,1.11945,4.95621e-05,4.95621e-05,4.95621e-05
191,707.556,0.73141,0.35947,0.94379,0.91956,0.90702,0.93278,0.57166,1.29159,0.62024,1.12147,4.57555e-05,4.57555e-05,4.57555e-05
192,711.629,0.72996,0.34116,0.95788,0.91517,0.91061,0.93138,0.57022,1.29542,0.6191,1.12264,4.1949e-05,4.1949e-05,4.1949e-05
193,715.151,0.74457,0.358,0.93537,0.91853,0.91387,0.93184,0.56925,1.30057,0.61584,1.12717,3.81424e-05,3.81424e-05,3.81424e-05
194,718.752,0.72573,0.35352,0.94772,0.92742,0.91921,0.93253,0.56325,1.30928,0.61384,1.12932,3.43359e-05,3.43359e-05,3.43359e-05
195,722.336,0.71427,0.3509,0.92052,0.92984,0.92004,0.93367,0.56459,1.31011,0.6055,1.13016,3.05293e-05,3.05293e-05,3.05293e-05
196,725.99,0.73063,0.3365,0.93201,0.94501,0.91859,0.93558,0.5703,1.31326,0.60551,1.13064,2.67228e-05,2.67228e-05,2.67228e-05
