epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,1238.79,0.95736,0.50113,0.81892,0.61667,0.67795,0.68727,0.40433,1.07256,0.59714,0.79437,8.3821e-05,8.3821e-05,8.3821e-05
182,1250.98,0.94712,0.52002,0.8139,0.61667,0.67795,0.68727,0.40433,1.07256,0.59714,0.79437,8.00144e-05,8.00144e-05,8.00144e-05
183,1262.68,1.03929,0.52964,0.80096,0.61667,0.67795,0.68727,0.40433,1.07256,0.59714,0.79437,7.62079e-05,7.62079e-05,7.62079e-05
184,1270.28,0.91648,0.46301,0.81747,0.66714,0.67557,0.69277,0.41637,1.05911,0.58835,0.79515,7.24013e-05,7.24013e-05,7.24013e-05
185,1284.04,1.14017,0.58489,0.80511,0.66714,0.67557,0.69277,0.41637,1.05911,0.58835,0.79515,6.85948e-05,6.85948e-05,6.85948e-05
186,1298.28,1.0654,0.55656,0.83129,0.66714,0.67557,0.69277,0.41637,1.05911,0.58835,0.79515,6.47882e-05,6.47882e-05,6.47882e-05
187,1306.6,0.9583,0.50611,0.81372,0.66714,0.67557,0.69277,0.41637,1.05911,0.58835,0.79515,6.09817e-05,6.09817e-05,6.09817e-05
188,1316,0.9169,0.50581,0.81556,0.66889,0.67392,0.69794,0.41774,1.05774,0.58231,0.79543,5.71751e-05,5.71751e-05,5.71751e-05
189,1321.35,1.13753,0.64185,0.84157,0.66889,0.67392,0.69794,0.41774,1.05774,0.58231,0.79543,5.33686e-05,5.33686e-05,5.33686e-05
190,1328.37,1.19292,0.65187,0.82288,0.66889,0.67392,0.69794,0.41774,1.05774,0.58231,0.79543,4.95621e-05,4.95621e-05,4.95621e-05
191,1342.36,0.99683,0.5257,0.83325,0.66889,0.67392,0.69794,0.41774,1.05774,0.58231,0.79543,4.57555e-05,4.57555e-05,4.57555e-05
192,1358,1.0328,0.56218,0.80193,0.65659,0.71481,0.7261,0.42138,1.06444,0.57932,0.79736,4.1949e-05,4.1949e-05,4.1949e-05
193,1369.56,1.05908,0.65198,0.81387,0.65659,0.71481,0.7261,0.42138,1.06444,0.57932,0.79736,3.81424e-05,3.81424e-05,3.81424e-05
194,1383.85,0.99694,0.55337,0.80967,0.65659,0.71481,0.7261,0.42138,1.06444,0.57932,0.79736,3.43359e-05,3.43359e-05,3.43359e-05
195,1392,0.9665,0.50414,0.82311,0.65659,0.71481,0.7261,0.42138,1.06444,0.57932,0.79736,3.05293e-05,3.05293e-05,3.05293e-05
196,1396.98,0.99453,0.56648,0.81488,0.63369,0.69944,0.72566,0.41502,1.07319,0.57882,0.79856,2.67228e-05,2.67228e-05,2.67228e-05
197,1402.81,1.0206,0.56586,0.82279,0.63369,0.69944,0.72566,0.41502,1.07319,0.57882,0.79856,2.29162e-05,2.29162e-05,2.29162e-05
198,1408.72,0.96794,0.53438,0.8,0.63369,0.69944,0.72566,0.41502,1.07319,0.57882,0.79856,1.91097e-05,1.91097e-05,1.91097e-05
199,1414.81,0.91961,0.51028,0.80462,0.63369,0.69944,0.72566,0.41502,1.07319,0.57882,0.79856,1.53031e-05,1.53031e-05,1.53031e-05
200,1421.58,1.05909,0.54669,0.79191,0.62958,0.69376,0.72997,0.41724,1.07698,0.57658,0.79931,1.14966e-05,1.14966e-05,1.14966e-05
